id,name,sex,age,height,weight,country,year,season,sport,event,medal,athletes,totalmedals,topathletes
129409,Warren Antonio Weir,M,22,178.0,75.0,Jamaica,2012,Summer,Athletics,Athletics Men's 200 metres,Bronze,1023,1,0
129416,Frdric Jean Santo Weis,M,23,218.0,110.0,France,2000,Summer,Basketball,Basketball Men's Basketball,Silver,1124,1,0
129439,Tibor Weienborn,M,23,175.0,70.0,Germany,2004,Summer,Hockey,Hockey Men's Hockey,Bronze,1103,1,1
129439,Tibor Weienborn,M,27,175.0,70.0,Germany,2008,Summer,Hockey,Hockey Men's Hockey,Gold,1116,1,1
129476,Abbey Weitzeil,F,19,178.0,68.0,United States,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,969,1,1
129476,Abbey Weitzeil,F,19,178.0,68.0,United States,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,969,1,1
129487,Stuart Welch,M,22,195.0,86.0,Australia,2000,Summer,Rowing,Rowing Men's Coxed Eights,Silver,1124,1,0
129487,Stuart Welch,M,26,195.0,86.0,Australia,2004,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,1103,1,0
129500,Niklas Wellen,M,21,185.0,77.0,Germany,2016,Summer,Hockey,Hockey Men's Hockey,Bronze,1054,1,0
129508,Ronny Weller,M,31,183.0,130.0,Germany,2000,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,1124,1,0
129536,Kellie Wells,F,30,163.0,57.0,United States,2012,Summer,Athletics,Athletics Women's 100 metres Hurdles,Bronze,918,1,0
129538,"Matthew Wayne ""Matt"" Wells",M,22,184.0,77.0,Australia,2000,Summer,Hockey,Hockey Men's Hockey,Bronze,1124,1,1
129538,"Matthew Wayne ""Matt"" Wells",M,26,184.0,77.0,Australia,2004,Summer,Hockey,Hockey Men's Hockey,Gold,1103,1,1
129538,"Matthew Wayne ""Matt"" Wells",M,30,184.0,77.0,Australia,2008,Summer,Hockey,Hockey Men's Hockey,Bronze,1116,1,1
129540,"Matthew Ward ""Matt"" Wells",M,28,190.0,93.0,Great Britain,2008,Summer,Rowing,Rowing Men's Double Sculls,Bronze,1116,1,0
129553,Andreas Wels,M,29,181.0,74.0,Germany,2004,Summer,Diving,Diving Men's Synchronized Springboard,Silver,1103,1,0
129557,Sam Welsford,M,20,179.0,82.0,Australia,2016,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,1054,1,0
129561,"Matthew James ""Matt"" Welsh",M,23,188.0,80.0,Australia,2000,Summer,Swimming,Swimming Men's 100 metres Backstroke,Silver,1124,1,0
129561,"Matthew James ""Matt"" Welsh",M,23,188.0,80.0,Australia,2000,Summer,Swimming,Swimming Men's 200 metres Backstroke,Bronze,1124,1,0
129561,"Matthew James ""Matt"" Welsh",M,23,188.0,80.0,Australia,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,1124,1,0
129570,Miriam Welte,F,25,171.0,67.0,Germany,2012,Summer,Cycling,Cycling Women's Team Sprint,Gold,918,1,1
129570,Miriam Welte,F,29,171.0,67.0,Germany,2016,Summer,Cycling,Cycling Women's Team Sprint,Bronze,969,1,1
129571,Lidewij Marsia Maria Welten,F,18,170.0,64.0,Netherlands,2008,Summer,Hockey,Hockey Women's Hockey,Gold,932,1,2
129571,Lidewij Marsia Maria Welten,F,22,170.0,64.0,Netherlands,2012,Summer,Hockey,Hockey Women's Hockey,Gold,918,1,2
129571,Lidewij Marsia Maria Welten,F,26,170.0,64.0,Netherlands,2016,Summer,Hockey,Hockey Women's Hockey,Silver,969,1,2
129601,Phillipp Wende,M,27,199.0,90.0,Germany,2012,Summer,Rowing,Rowing Men's Quadruple Sculls,Gold,1023,1,2
129601,Phillipp Wende,M,31,199.0,90.0,Germany,2016,Summer,Rowing,Rowing Men's Quadruple Sculls,Gold,1054,1,2
129627,Lauren Ashley Wenger (-Trapani),F,24,191.0,77.0,United States,2008,Summer,Water Polo,Water Polo Women's Water Polo,Silver,932,1,1
129627,Lauren Ashley Wenger (-Trapani),F,28,191.0,77.0,United States,2012,Summer,Water Polo,Water Polo Women's Water Polo,Gold,918,1,1
129726,Isabelle Regina Werth,F,31,169.0,66.0,Germany,2000,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,880,1,3
129726,Isabelle Regina Werth,F,31,169.0,66.0,Germany,2000,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,880,1,3
129726,Isabelle Regina Werth,F,39,169.0,66.0,Germany,2008,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,932,1,3
129726,Isabelle Regina Werth,F,39,169.0,66.0,Satchmo,2008,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,932,1,3
129726,Isabelle Regina Werth,F,47,169.0,66.0,Germany,2016,Summer,Equestrianism,"Equestrianism Mixed Dressage, Individual",Silver,969,1,3
129726,Isabelle Regina Werth,F,47,169.0,66.0,Germany,2016,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,969,1,3
129734,Benjamin We,M,23,176.0,72.0,Germany,2008,Summer,Hockey,Hockey Men's Hockey,Gold,1116,1,2
129734,Benjamin We,M,26,176.0,72.0,Germany,2012,Summer,Hockey,Hockey Men's Hockey,Gold,1023,1,2
129735,Timo We,M,22,175.0,74.0,Germany,2004,Summer,Hockey,Hockey Men's Hockey,Bronze,1103,1,2
129735,Timo We,M,26,175.0,74.0,Germany,2008,Summer,Hockey,Hockey Men's Hockey,Gold,1116,1,2
129735,Timo We,M,30,175.0,74.0,Germany,2012,Summer,Hockey,Hockey Men's Hockey,Gold,1023,1,2
129740,Andr Weels,M,30,196.0,84.0,Germany,2012,Summer,Fencing,"Fencing Men's Foil, Team",Bronze,1023,1,0
129746,Christopher Wesley,M,25,192.0,88.0,Germany,2012,Summer,Hockey,Hockey Men's Hockey,Gold,1023,1,1
129746,Christopher Wesley,M,29,192.0,88.0,Germany,2016,Summer,Hockey,Hockey Men's Hockey,Bronze,1054,1,1
129771,"A. Joshua ""Josh"" West",M,31,207.0,105.0,Great Britain,2008,Summer,Rowing,Rowing Men's Coxed Eights,Silver,1116,1,0
129772,Kieran Martin West,M,22,204.0,100.0,Great Britain,2000,Summer,Rowing,Rowing Men's Coxed Eights,Gold,1124,1,1
129792,"Russell Westbrook, Jr.",M,23,191.0,85.0,United States,2012,Summer,Basketball,Basketball Men's Basketball,Gold,1023,1,1
129822,Lisa Laetitia Westerhof,F,30,167.0,56.0,Netherlands,2012,Summer,Sailing,Sailing Women's Two Person Dinghy,Bronze,918,1,0
129823,Marieke Aleida Westerhof,F,26,186.0,75.0,Netherlands,2000,Summer,Rowing,Rowing Women's Coxed Eights,Silver,880,1,0
129886,"Jacob ""Jake"" Wetzel",M,27,195.0,94.0,Canada,2004,Summer,Rowing,Rowing Men's Coxless Fours,Silver,1103,1,1
129886,"Jacob ""Jake"" Wetzel",M,31,195.0,94.0,Canada,2008,Summer,Rowing,Rowing Men's Coxed Eights,Gold,1116,1,1
129894,Roderick Camiel Weusthof,M,30,183.0,88.0,Netherlands,2012,Summer,Hockey,Hockey Men's Hockey,Silver,1023,1,0
129898,Sanne Wevers,F,24,156.0,46.0,Netherlands,2016,Summer,Gymnastics,Gymnastics Women's Balance Beam,Gold,969,1,1
129899,Wverton Pereira da Silva,M,28,189.0,86.0,Brazil,2016,Summer,Football,Football Men's Football,Gold,1054,1,1
129913,Lindsay Marie Whalen,F,30,175.0,72.0,United States,2012,Summer,Basketball,Basketball Women's Basketball,Gold,918,1,2
129913,Lindsay Marie Whalen,F,34,175.0,72.0,United States,2016,Summer,Basketball,Basketball Women's Basketball,Gold,969,1,2
129933,Adam Wheeler,M,27,191.0,96.0,United States,2008,Summer,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze,1116,1,0
129959,Mary Rebecca Whipple,F,24,160.0,48.0,United States,2004,Summer,Rowing,Rowing Women's Coxed Eights,Silver,898,1,2
129959,Mary Rebecca Whipple,F,28,160.0,48.0,United States,2008,Summer,Rowing,Rowing Women's Coxed Eights,Gold,932,1,2
129959,Mary Rebecca Whipple,F,32,160.0,48.0,United States,2012,Summer,Rowing,Rowing Women's Coxed Eights,Gold,918,1,2
130010,Nicola White,F,24,172.0,65.0,Great Britain,2012,Summer,Hockey,Hockey Women's Hockey,Bronze,918,1,1
130010,Nicola White,F,28,172.0,65.0,Great Britain,2016,Summer,Hockey,Hockey Women's Hockey,Gold,969,1,1
130014,"Rodney E. ""Rod"" White",M,23,183.0,78.0,United States,2000,Summer,Archery,Archery Men's Team,Bronze,1124,1,0
130022,Tarnee Renee White (-Southwell),F,19,165.0,58.0,Australia,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,880,1,1
130022,Tarnee Renee White (-Southwell),F,27,165.0,58.0,Australia,2008,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,932,1,1
130061,Simon St. Quentin Whitfield,M,25,177.0,70.0,Canada,2000,Summer,Triathlon,Triathlon Men's Olympic Distance,Gold,1124,1,1
130061,Simon St. Quentin Whitfield,M,33,177.0,70.0,Canada,2008,Summer,Triathlon,Triathlon Men's Olympic Distance,Silver,1116,1,1
130071,Max Antony Whitlock,M,19,167.0,56.0,Great Britain,2012,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1023,1,2
130071,Max Antony Whitlock,M,19,167.0,56.0,Great Britain,2012,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,1023,1,2
130071,Max Antony Whitlock,M,23,167.0,56.0,Great Britain,2016,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Bronze,1054,1,2
130071,Max Antony Whitlock,M,23,167.0,56.0,Great Britain,2016,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Gold,1054,1,2
130071,Max Antony Whitlock,M,23,167.0,56.0,Great Britain,2016,Summer,Gymnastics,Gymnastics Men's Pommelled Horse,Gold,1054,1,2
130095,Tara Alice Whitten,F,32,166.0,67.0,Canada,2012,Summer,Cycling,Cycling Women's Team Pursuit,Bronze,918,1,0
130102,"Jennifer Hazel ""Jenny"" Whittle",F,27,197.0,85.0,Australia,2000,Summer,Basketball,Basketball Women's Basketball,Silver,880,1,0
130107,Lucinda Whitty,F,22,167.0,63.0,Australia,2012,Summer,Sailing,Sailing Women's Three Person Keelboat,Silver,918,1,0
130113,Rosemarie Whyte,F,21,174.0,65.0,Jamaica,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,932,1,0
130113,Rosemarie Whyte,F,25,174.0,65.0,Jamaica,2012,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,918,1,0
130173,Nova Widianto,M,30,179.0,73.0,Indonesia-1,2008,Summer,Badminton,Badminton Mixed Doubles,Silver,1116,1,0
130186,Erica Elizabeth Wiebe,F,27,175.0,75.0,Canada,2016,Summer,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold,969,1,1
130188,Jordyn Marie Wieber,F,17,157.0,52.0,United States,2012,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold,918,1,1
130204,Fabian Wiede,M,22,194.0,94.0,Germany,2016,Summer,Handball,Handball Men's Handball,Bronze,1054,1,0
130229,Bettina Wiegmann,F,28,170.0,61.0,Germany,2000,Summer,Football,Football Women's Football,Bronze,880,1,0
130246,Patrick Wiencek,M,27,200.0,110.0,Germany,2016,Summer,Handball,Handball Men's Handball,Bronze,1054,1,0
130252,Adam Andrzej Wiercioch,M,27,180.0,75.0,Poland,2008,Summer,Fencing,"Fencing Men's epee, Team",Silver,1116,1,0
130259,Peter Noel Jan Wiersum,M,31,173.0,55.0,Netherlands,2016,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,1054,1,0
130285,Tim Wiesktter,M,21,191.0,89.0,Germany,2000,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,1124,1,1
130285,Tim Wiesktter,M,25,191.0,89.0,Germany,2004,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold,1103,1,1
130285,Tim Wiesktter,M,29,191.0,89.0,Germany,2008,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver,1116,1,1
130289,Linden Wiesman,F,25,175.0,64.0,United States,2000,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,880,1,0
130297,Agnieszka Jadwiga Wieszczek-Kordus,F,25,175.0,69.0,Poland,2008,Summer,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,932,1,0
130298,Tone Wieten,M,22,201.0,102.0,Netherlands,2016,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,1054,1,0
130311,Bradley Marc Wiggins,M,20,190.0,82.0,Great Britain,2000,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1124,1,5
130311,Bradley Marc Wiggins,M,24,190.0,82.0,Great Britain,2004,Summer,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,1103,1,5
130311,Bradley Marc Wiggins,M,24,190.0,82.0,Great Britain,2004,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,1103,1,5
130311,Bradley Marc Wiggins,M,24,190.0,82.0,Great Britain,2004,Summer,Cycling,Cycling Men's Madison,Bronze,1103,1,5
130311,Bradley Marc Wiggins,M,28,190.0,82.0,Great Britain,2008,Summer,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Gold,1116,1,5
130311,Bradley Marc Wiggins,M,28,190.0,82.0,Great Britain,2008,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,1116,1,5
130311,Bradley Marc Wiggins,M,32,190.0,82.0,Great Britain,2012,Summer,Cycling,Cycling Men's Individual Time Trial,Gold,1023,1,5
130311,Bradley Marc Wiggins,M,36,190.0,82.0,Great Britain,2016,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,1054,1,5
130321,Ben Wigmore,M,22,184.0,85.0,Australia,2004,Summer,Baseball,Baseball Men's Baseball,Silver,1103,1,0
130336,Candra Wijaya,M,24,173.0,67.0,Indonesia,2000,Summer,Badminton,Badminton Men's Doubles,Gold,1124,1,1
130386,Lisa Margrit Wilcox,F,37,178.0,72.0,United States,2004,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,898,1,0
130410,Deontay Leshun Wilder,M,22,201.0,91.0,United States,2008,Summer,Boxing,Boxing Men's Heavyweight,Bronze,1116,1,0
130417,"Benjamin Marshall ""Ben"" Wildman-Tobriner",M,23,193.0,91.0,United States,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,1116,1,1
130451,Kristof Wilke,M,27,190.0,87.0,Germany,2012,Summer,Rowing,Rowing Men's Coxed Eights,Gold,1023,1,1
130455,"Thomas Peter ""Tom"" Wilkens",M,24,188.0,82.0,United States,2000,Summer,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,1124,1,0
130458,"Stephen Bradley ""Brad"" Wilkerson",M,23,180.0,86.0,United States,2000,Summer,Baseball,Baseball Men's Baseball,Gold,1124,1,1
130466,Bobby-Gaye Wilkins (-Gooden),F,19,178.0,72.0,Jamaica,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,932,1,0
130467,Brooke Wilkins,F,26,175.0,72.0,Australia,2000,Summer,Softball,Softball Women's Softball,Bronze,880,1,0
130467,Brooke Wilkins,F,30,175.0,72.0,Australia,2004,Summer,Softball,Softball Women's Softball,Silver,898,1,0
130484,Laura Ann Wilkinson (-Hulseman),F,22,168.0,57.0,United States,2000,Summer,Diving,Diving Women's Platform,Gold,880,1,1
130485,Lauren Wilkinson,F,22,180.0,75.0,Canada,2012,Summer,Rowing,Rowing Women's Coxed Eights,Silver,918,1,0
130489,Rhian Emilie Wilkinson,F,30,166.0,66.0,Canada,2012,Summer,Football,Football Women's Football,Bronze,918,1,0
130489,Rhian Emilie Wilkinson,F,34,166.0,66.0,Canada,2016,Summer,Football,Football Women's Football,Bronze,969,1,0
130512,Elisabeth Willeboordse,F,29,169.0,63.0,Netherlands,2008,Summer,Judo,Judo Women's Half-Middleweight,Bronze,932,1,0
130541,William de Asevedo Furtado,M,21,176.0,65.0,Brazil,2016,Summer,Football,Football Men's Football,Gold,1054,1,1
130547,Andrae Williams,M,25,185.0,84.0,Bahamas,2008,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,1116,1,0
130553,Guillermo Barney Williams,M,27,193.0,91.0,Canada,2004,Summer,Rowing,Rowing Men's Coxless Fours,Silver,1103,1,0
130562,Charity Williams,F,19,162.0,68.0,Canada,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,969,1,0
130565,"Christopher A. ""Chris"" Williams",M,28,178.0,68.0,Jamaica,2000,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,1124,1,0
130567,Christa Lee Williams,F,22,172.0,72.0,United States,2000,Summer,Softball,Softball Women's Softball,Gold,880,1,1
130568,Christania Williams,F,21,165.0,63.0,Jamaica,2016,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,969,1,0
130580,Deron Michael Williams,M,24,191.0,95.0,United States,2008,Summer,Basketball,Basketball Men's Basketball,Gold,1116,1,2
130580,Deron Michael Williams,M,28,191.0,95.0,United States,2012,Summer,Basketball,Basketball Men's Basketball,Gold,1023,1,2
130599,Glenn David Williams,M,27,188.0,90.0,Australia,2004,Summer,Baseball,Baseball Men's Baseball,Silver,1103,1,0
130607,James Leighman Williams,M,22,188.0,75.0,United States,2008,Summer,Fencing,"Fencing Men's Sabre, Team",Silver,1116,1,0
130610,"Jeffrey Francis ""Jeff"" Williams",M,32,183.0,84.0,Australia,2004,Summer,Baseball,Baseball Men's Baseball,Silver,1103,1,0
130617,John Williams,M,39,177.0,68.0,United States,2004,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze,1103,1,0
130626,Lauryn Chenet Williams,F,20,160.0,67.0,United States,2004,Summer,Athletics,Athletics Women's 100 metres,Silver,898,1,1
130626,Lauryn Chenet Williams,F,28,160.0,67.0,United States,2012,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,918,1,1
130645,Michelle Williams (-Toro),F,25,175.0,67.0,Canada,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,969,1,0
130646,Natalie Jean Williams,F,29,188.0,80.0,United States,2000,Summer,Basketball,Basketball Women's Basketball,Gold,880,1,1
130647,Niall Williams,F,28,173.0,74.0,New Zealand,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver,969,1,0
130661,"Robert ""Rob"" Williams",M,27,185.0,75.0,Great Britain,2012,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,1023,1,0
130667,Serena Jamika Williams,F,18,175.0,70.0,United States,2000,Summer,Tennis,Tennis Women's Doubles,Gold,880,1,4
130667,Serena Jamika Williams,F,26,175.0,70.0,United States-2,2008,Summer,Tennis,Tennis Women's Doubles,Gold,932,1,4
130667,Serena Jamika Williams,F,30,175.0,70.0,United States,2012,Summer,Tennis,Tennis Women's Singles,Gold,918,1,4
130667,Serena Jamika Williams,F,30,175.0,70.0,United States-1,2012,Summer,Tennis,Tennis Women's Doubles,Gold,918,1,4
130669,Sharni Williams,F,28,167.0,79.0,Australia,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,969,1,1
130671,Shericka Nicola Williams,F,22,170.0,64.0,Jamaica,2008,Summer,Athletics,Athletics Women's 400 metres,Silver,932,1,0
130671,Shericka Nicola Williams,F,22,170.0,64.0,Jamaica,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,932,1,0
130671,Shericka Nicola Williams,F,26,170.0,64.0,Jamaica,2012,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,918,1,0
130681,"Stephen David ""Steve"" Williams",M,28,189.0,98.0,Great Britain,2004,Summer,Rowing,Rowing Men's Coxless Fours,Gold,1103,1,2
130681,"Stephen David ""Steve"" Williams",M,32,189.0,98.0,Great Britain,2008,Summer,Rowing,Rowing Men's Coxless Fours,Gold,1116,1,2
130683,Susan Rene Williams (Bartholomew-),F,35,165.0,58.0,United States,2004,Summer,Triathlon,Triathlon Women's Olympic Distance,Bronze,898,1,0
130689,Todd Michael Williams,M,29,190.0,86.0,United States,2000,Summer,Baseball,Baseball Men's Baseball,Gold,1124,1,1
130696,Venus Ebony Starr Williams,F,20,185.0,75.0,United States,2000,Summer,Tennis,Tennis Women's Singles,Gold,880,1,4
130696,Venus Ebony Starr Williams,F,20,185.0,75.0,United States,2000,Summer,Tennis,Tennis Women's Doubles,Gold,880,1,4
130696,Venus Ebony Starr Williams,F,28,185.0,75.0,United States-2,2008,Summer,Tennis,Tennis Women's Doubles,Gold,932,1,4
130696,Venus Ebony Starr Williams,F,32,185.0,75.0,United States-1,2012,Summer,Tennis,Tennis Women's Doubles,Gold,918,1,4
130696,Venus Ebony Starr Williams,F,36,185.0,75.0,United States-1,2016,Summer,Tennis,Tennis Mixed Doubles,Silver,969,1,4
130704,"Bernard Rollen Williams, III",M,22,183.0,81.0,United States,2000,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,1124,1,1
130704,"Bernard Rollen Williams, III",M,26,183.0,81.0,United States,2004,Summer,Athletics,Athletics Men's 200 metres,Silver,1103,1,1
130705,"Ricardo Williams, Jr.",M,19,170.0,63.0,United States,2000,Summer,Boxing,Boxing Men's Light-Welterweight,Silver,1124,1,0
130706,Tonique Williams-Darling,F,28,168.0,59.0,Bahamas,2004,Summer,Athletics,Athletics Women's 400 metres,Gold,898,1,1
130707,Novlene Hilaire Williams-Mills,F,22,168.0,57.0,Jamaica,2004,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,898,1,0
130707,Novlene Hilaire Williams-Mills,F,26,168.0,57.0,Jamaica,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,932,1,0
130707,Novlene Hilaire Williams-Mills,F,30,168.0,57.0,Jamaica,2012,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,918,1,0
130707,Novlene Hilaire Williams-Mills,F,34,168.0,57.0,Jamaica,2016,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,969,1,0
130711,Alison Jane Williamson (-Conaghan),F,32,170.0,73.0,Great Britain,2004,Summer,Archery,Archery Women's Individual,Bronze,898,1,0
130714,Darold Andre Williamson,M,21,187.0,77.0,United States,2004,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,1103,1,1
130725,Kelly Jeromy Willie,M,21,177.0,72.0,United States,2004,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,1103,1,1
130734,"Nicholas Ian ""Nick"" Willis",M,25,183.0,68.0,New Zealand,2008,Summer,Athletics,"Athletics Men's 1,500 metres",Silver,1116,1,0
130734,"Nicholas Ian ""Nick"" Willis",M,33,183.0,68.0,New Zealand,2016,Summer,Athletics,"Athletics Men's 1,500 metres",Bronze,1054,1,0
130745,Andr Willms,M,27,201.0,101.0,Germany,2000,Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze,1124,1,0
130752,Kim Marie Willoughby,F,27,178.0,75.0,United States,2008,Summer,Volleyball,Volleyball Women's Volleyball,Silver,932,1,0
130754,Sam Willoughby,M,20,173.0,87.0,Australia,2012,Summer,Cycling,Cycling Men's BMX,Silver,1023,1,0
130767,Nathan James Wilmot,M,28,183.0,64.0,Australia,2008,Summer,Sailing,Sailing Men's Two Person Dinghy,Gold,1116,1,1
130795,Blaine Carew Wilson,M,30,163.0,62.0,United States,2004,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver,1103,1,0
130864,"Madison ""Madi"" Wilson",F,22,179.0,61.0,Australia,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,969,1,1
130864,"Madison ""Madi"" Wilson",F,22,179.0,61.0,Australia,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,969,1,1
130868,Melanie Kate Wilson,F,32,184.0,75.0,Great Britain,2016,Summer,Rowing,Rowing Women's Coxed Eights,Silver,969,1,0
130873,Nicola Wilson,F,35,177.0,64.0,Great Britain,2012,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,918,1,0
130874,Nile Wilson,M,20,166.0,60.0,Great Britain,2016,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,1054,1,0
130876,Peter Robert Russell Wilson,M,25,198.0,90.0,Great Britain,2012,Summer,Shooting,Shooting Men's Double Trap,Gold,1023,1,1
130882,"Philippa Claire ""Pippa"" Wilson",F,22,171.0,63.0,Great Britain,2008,Summer,Sailing,Sailing Women's Three Person Keelboat,Gold,932,1,1
130917,Spencer James W. Wilton,M,43,183.0,83.0,Great Britain,2016,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,1054,1,0
130927,Petra Wimbersky,F,21,165.0,64.0,Germany,2004,Summer,Football,Football Women's Football,Bronze,898,1,0
130946,Sarah Catherine Winckless,F,30,190.0,84.0,Great Britain,2004,Summer,Rowing,Rowing Women's Double Sculls,Bronze,898,1,0
130957,Elsie Windes,F,23,178.0,70.0,United States,2008,Summer,Water Polo,Water Polo Women's Water Polo,Silver,932,1,1
130957,Elsie Windes,F,27,178.0,70.0,United States,2012,Summer,Water Polo,Water Polo Women's Water Polo,Gold,918,1,1
130968,"Pieter ""Peter"" Windt",M,27,188.0,76.0,Netherlands,2000,Summer,Hockey,Hockey Men's Hockey,Gold,1124,1,1
130969,Mary Wineberg (Danner-),F,28,178.0,62.0,United States,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,932,1,1
131072,Kasper Winther Jrgensen,M,27,182.0,73.0,Denmark,2012,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,1023,1,0
131072,Kasper Winther Jrgensen,M,31,182.0,73.0,Denmark,2016,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,1054,1,0
131078,Arlee Wiratthaworn,F,24,149.0,48.0,Thailand,2004,Summer,Weightlifting,Weightlifting Women's Flyweight,Bronze,898,1,0
131119,Hans Einar Magnus Wislander,M,36,194.0,94.0,Sweden,2000,Summer,Handball,Handball Men's Handball,Silver,1124,1,0
131145,"Reginald Edwin ""Regi"" Witherspoon",M,23,178.0,79.0,United States,2008,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,1116,1,1
131149,Marek Krzysztof Witkowski,M,26,185.0,87.0,Poland,2000,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,1124,1,0
131156,Philip Witte,M,24,180.0,80.0,Germany,2008,Summer,Hockey,Hockey Men's Hockey,Gold,1116,1,1
131164,Merel de Witteveen,F,23,174.0,64.0,Netherlands,2008,Summer,Sailing,Sailing Women's Three Person Keelboat,Silver,932,1,0
131167,Matthias Witthaus,M,21,172.0,70.0,Germany,2004,Summer,Hockey,Hockey Men's Hockey,Bronze,1103,1,2
131167,Matthias Witthaus,M,25,172.0,70.0,Germany,2008,Summer,Hockey,Hockey Men's Hockey,Gold,1116,1,2
131167,Matthias Witthaus,M,29,172.0,70.0,Germany,2012,Summer,Hockey,Hockey Men's Hockey,Gold,1023,1,2
131193,Anita Wodarczyk,F,26,178.0,95.0,Poland,2012,Summer,Athletics,Athletics Women's Hammer Throw,Silver,918,1,1
131193,Anita Wodarczyk,F,30,178.0,95.0,Poland,2016,Summer,Athletics,Athletics Women's Hammer Throw,Gold,969,1,1
131199,Maja Martyna Woszczowska,F,24,170.0,54.0,Poland,2008,Summer,Cycling,"Cycling Women's Mountainbike, Cross-Country",Silver,932,1,0
